10,1.0,8.59,996.27,3.0,7.38,333.62
20,1.97,11.22,508.4,2.99,9.84,333.97
30,1.0,13.59,1003.18,4.01,12.09,249.26
40,1.0,15.64,997.46,3.99,13.97,250.35
50,1.02,17.69,976.33,3.99,15.86,250.66
60,1.0,19.91,1003.18,4.01,17.85,249.16
70,1.0,23.46,996.98,3.99,21.08,250.8
80,1.0,29.61,1002.94,5.02,26.56,199.38
90,1.0,46.2,998.17,3.98,41.11,250.96
100,3.02,230.71,330.81,5.99,173.39,167.07
