10,5.01,47.43,199.61,25.03,39.99,39.96
20,5.98,58.51,167.19,25.0,51.01,40.01
30,7.01,69.01,142.68,25.02,61.11,39.97
40,6.0,78.08,166.73,26.01,69.65,38.44
50,5.99,87.14,167.02,26.0,78.03,38.46
60,6.02,98.11,166.2,26.04,87.84,38.4
70,6.95,119.06,143.9,25.02,106.66,39.97
80,7.99,164.33,125.21,26.02,145.41,38.43
90,8.0,299.97,125.07,29.0,260.54,34.49
100,22.01,1797.98,45.43,44.77,1306.41,22.34
