10,23.94,178.62,41.78,99.73,147.46,10.03
20,22.94,207.79,43.59,101.73,176.56,9.83
30,22.94,238.47,43.58,101.52,205.3,9.85
40,23.94,274.04,41.78,99.75,237.76,10.02
50,24.94,322.01,40.1,100.76,281.08,9.92
60,25.94,390.79,38.55,101.76,340.83,9.83
70,27.93,522.89,35.8,103.85,454.62,9.63
80,30.03,780.09,33.3,109.94,667.45,9.1
90,37.04,1434.2,27.0,119.01,1206.22,8.4
100,96.03,7848.49,10.41,170.96,5751.87,5.85
